x,y,speed
0.011130080705184214,0.07507932035134528,3.0146684132987023
0.21231784938340448,0.0991446511171215,3.1805131335630046
0.4058801275796536,0.11323759569353933,3.335500572288622
0.5982202869250535,0.12014943356221029,3.4870390391301345
0.7899813493755323,0.1228007260448368,3.6413081466939192
0.9819261713902152,0.11951702239446235,3.7799166745903037
1.1770722492368815,0.12524586393970724,3.88569505219525
1.3740607353050809,0.12898889913439954,3.978297108689394
1.5652255613643,0.13539537878371008,3.812892031890928
1.7485598853249613,0.14468358930216108,3.654192544201103
1.933741612127172,0.1589327718972265,3.4936983855594903
2.1335203863355825,0.1816631578110958,3.2875410672743555
2.342349240896277,0.2077093960450013,3.065805740867344
2.546741284302932,0.2266559525396309,2.851400773985195
2.743019989546473,0.2336580550429912,2.6326782131997954
2.9342312745055725,0.22767986980924473,2.3998671704163104
3.1184549142900813,0.20756071351132646,2.1615152824773665
3.28326043321961,0.17244622613937116,1.9423388072536036
3.4184446432280486,0.12448683687689754,1.7552172317126802
3.5267633418163,0.06608970953417986,1.6057595774064526
3.6139793769764657,-0.003817900136564939,1.4827575460978577
3.685612466828875,-0.09340808989949374,1.5145047637428788
3.743782555123797,-0.21707373811384229,1.6282341627379369
3.7818559835095016,-0.3714517851407961,1.8129157443590853
3.793640274180684,-0.5374096691473558,1.9557456230361865
3.7737533425917245,-0.7061490422894576,1.9337156316312545
3.7153878334594026,-0.8818910462962487,2.0551315682487066
3.621612939159623,-1.0633901589503596,2.2546425065719964
3.510144405993915,-1.2420741904158175,2.4963747174761215
3.399985776938277,-1.4113536866257985,2.7266591003715934
3.306525260574862,-1.5667212695717347,2.702996740189058
3.235137166665321,-1.710197357251621,2.6002938676658536
3.17949673074563,-1.8574728567118004,2.6694947056239395
3.134835838541587,-2.0238190777438856,2.75257348123851
3.098507698551242,-2.206913020472081,2.9121558839618245
3.076730428285768,-2.397486883676958,3.0346315783796385
3.060892478675669,-2.5936731686337806,3.2129697851235766
3.0514718061741752,-2.7967971080473184,3.3846544269346674
3.044674965029444,-3.0018137373164135,3.3578681254978737
3.0361993570369283,-3.2040025942844634,3.148270616719853
3.022486411143831,-3.403103965617463,2.9455082622982127
2.9994244239223864,-3.593832374788353,2.792997943738375
2.9639345311929834,-3.7626652945587127,2.6859783147608263
2.9165270988099308,-3.9131953223866316,2.7617438448200664
2.8531895515676196,-4.066667712015712,2.853590879964037
2.7718007523641646,-4.225555870780657,2.9601858138576578
2.674736517119953,-4.383375661636951,3.0729362429215876
2.5637907107122846,-4.535981255611731,3.176389196911916
2.442032243078566,-4.678785592576725,3.197830327032715
2.3110956304811383,-4.810083413335065,3.170333687651467
2.1698866145500415,-4.930916712726921,3.1610938443633536
2.0178770499436127,-5.041247410647996,3.1784721668377656
1.8555847990353178,-5.140271390954917,3.2073984045843793
1.6834577775145239,-5.227328260839933,3.2405303757194646
1.5024066243747558,-5.301568066157411,3.2780432993012187
1.3146560856620373,-5.36190970775972,3.29709521981449
1.1234220245899273,-5.407396311693697,3.2603441518252696
0.9308187258584114,-5.437446496766937,3.172794135881607
0.7357913041479065,-5.45148141665885,3.121446998488968
0.5371834810274421,-5.448570125296459,3.1717102096450915
0.33713635055301017,-5.428578138791558,3.2458581646726925
0.13862872568609397,-5.39217632873144,3.280503016785568
-0.05745812134138399,-5.339636972773873,3.295829716098044
-0.2514190592766969,-5.270528744747077,3.3736181065588733
-0.4408574509358839,-5.185946809930409,3.4530980268466243
-0.6216080854809458,-5.089653673812722,3.54641871341778
-0.7937519407808236,-4.98321504824586,3.6391965118120364
-0.9602107393185512,-4.865698558215855,3.730049735180268
-1.1219578265438652,-4.737112638411977,3.8256441698060533
-1.2774765150852183,-4.599127859201645,3.9215073782578043
-1.424082722552779,-4.454796792099116,4.01241157688889
-1.5609896371755605,-4.3053473199207195,3.918462028109349
-1.6893836593550127,-4.149133338513649,3.815622612161001
-1.809382371781406,-3.9851065569730086,3.7088143580530404
-1.9200502450081534,-3.8131202985499977,3.598807432159126
-2.0201093498797094,-3.6332410342527295,3.489245410092002
-2.1075695151398746,-3.446442675719411,3.3845998072193892
-2.180161414129989,-3.2545962310353858,3.279994658296941
-2.236376765431848,-3.0595660835886846,3.2186805912513883
-2.2757809398367392,-2.8623898453770535,3.1832683207176324
-2.2982361700393414,-2.663945260996685,3.154003299454378
-2.3036151465538115,-2.465715558226366,3.133336942180066
-2.2920683195282963,-2.269665211559847,3.14107550919263
-2.2641357748860234,-2.076580567214769,3.1310647721829294
-2.220371350997559,-1.8868769326056745,3.0047769318254773
-2.162102630935789,-1.7064633649719154,2.890267796743806
-2.0923976231882855,-1.5437855659667123,2.784265048120732
-2.0143272866018487,-1.4004236970901272,2.806184759064967
-1.9272391072898847,-1.2691548806396367,2.8786574259847324
-1.8234014538608214,-1.137042027576015,2.966356967626258
-1.6944276447906488,-0.9964699630033905,3.083025549505111
-1.548054975987647,-0.8523456863994009,3.2501351153797833
-1.3989318175871808,-0.711087360546813,3.4305250437119907
-1.2522439170033408,-0.574425252546496,3.268894977526021
-1.1044885445930488,-0.4419913184378851,3.0659649348674
-0.9502247714284504,-0.3142916083968043,2.8757008520870473
-0.7859231943437909,-0.19673373588189208,2.7510460507492827
-0.6050273068987346,-0.09642895141000775,2.620161860178934
-0.4071601009205096,-0.018413490587303266,2.724244788255055
-0.19854451598497716,0.037548015942794846,2.854903880060605
